Date,close,high,low,open,volumefrom,volumeto,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,HT_TRENDMODE,ADX,ADXR,APO,AROON_down,AROON_up,AROONOSC,BOP,CCI,CMO,DX,MACD,MACD_signal,MACD_hist,MFI,MINUS_DI,MINUS_DM,MOM,PPO,ROC,RSI,STOCH_k,STOCH_d,STOCHF_k,STOCHF_d,STOCHRSI_K,STOCHRSI_D,TRIX,ULTOSC,WILLR,BBANDS_upper,BBANDS_middle,BBANDS_lower,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MIDPOINT,WMA,SMA,CDL2CROWS,CDL3BLACKCROWS,CDL3INSIDE,CDL3LINESTRIKE,WCLPRICE,BETA,CORREL,STDDEV,TSF,VAR,ATR,NATR,TRANGE,AD,ADOSC,OBV
2019-05-06 23:19:00+00:00,174.8,174.86,174.75,174.82,83.78,14644.78,18.614718984622073,-6.892922555813527,-0.0801133198494815,-0.04245100641333328,-0.12001420786192578,0.6171330763484293,0,15.990245190622772,19.36857715660296,-0.06230769230785427,100.0,21.42857142857143,-78.57142857142857,-0.18181818181799392,-129.76680384083883,-19.557879857218275,6.411076969826508,-0.06743127005654515,-0.060499594089239245,-0.0069316759673059,40.096390590875274,16.21379542907812,0.3028927994616685,-0.13999999999998636,-0.035612065895604124,-0.08002743797872469,40.221060071390866,35.83333333333477,30.277777777778088,20.000000000004547,35.83333333333477,13.17328751656836,32.113541971095806,-0.0035442862950318954,43.904786536366665,-85.29411764705563,174.91855906937175,174.83600000000018,174.7534409306286,174.85027797440978,174.97051683939722,174.94727368421053,175.03637960505844,174.9516666666667,174.93,174.93227956989145,174.9516666666667,0,0,0,0,174.8025,-0.22754482937542408,0.8565786420601083,0.041279534685778406,174.78505494505512,0.0017039999838743825,0.1334369861659447,0.07633694860751986,0.11000000000001364,5667.127771867791,-52.50482720340278,1393.620000000002
2019-05-06 23:20:00+00:00,174.73,174.85,174.65,174.8,999.28,174616.29,18.1634587417678,-23.36163906413293,-0.09021681032934924,-0.02399975090906612,-0.39653334233648585,0.3687469783921921,0,16.369439312694276,18.87460688782908,-0.08506410256421759,100.0,14.285714285714286,-85.71428571428572,-0.3500000000001279,-157.44680851062117,-25.981027704533087,21.298962899623813,-0.07487715695009456,-0.0633751066614103,-0.011502050288684257,17.742779758241973,19.706485719060943,0.38125759950011506,-0.17000000000001592,-0.04861938532206751,-0.09719839908519656,37.009486147733455,22.619047619047667,29.20634920634964,22.85714285713868,22.619047619047667,0.0,26.274716158169298,-0.0036382993713557354,42.63958146399304,-81.81818181818535,174.92751623240116,174.81200000000018,174.6964837675992,174.8280020003219,174.95499962395223,174.92721959064326,175.03186993692134,174.94500000000002,174.89499999999998,174.91797849462262,174.94500000000002,0,0,0,0,174.74,-0.19351713441486137,0.8685298552690763,0.05775811620049546,174.74549450549458,0.003335999987029936,0.13819148715409071,0.07908858647861886,0.19999999999998863,5467.271771867678,-112.09660647229339,394.34000000000196
2019-05-06 23:21:00+00:00,174.41,174.73,174.23,174.73,2164.95,377868.81,17.78796226396109,-26.725029478910756,-0.10245101301125703,0.04866978593139622,-0.44970922217799275,0.31357767252226443,1,19.07382196587438,19.533779122488333,-0.10884615384631502,100.0,7.142857142857143,-92.85714285714286,-0.6399999999999864,-297.7677451718187,-46.86736842180671,54.23079645721573,-0.10538459361083596,-0.07177700405129543,-0.03360758955954053,7.324521089425992,33.704703207250816,0.7740249138215514,-0.5900000000000034,-0.0622195448520294,-0.3371428571428581,26.566315789096645,22.07792207792232,26.843434343434883,23.37662337662395,22.07792207792232,0.0,21.49749503850215,-0.003789001031839767,40.74367567646864,-79.06976744186,175.07776736311857,174.73400000000018,174.3902326368818,174.7681413320501,174.9198383578908,174.90164327485383,175.01151977408858,174.9296666666667,174.725,174.88346236559036,174.9296666666667,0,0,0,0,174.445,0.8031624017472758,0.8484073928332573,0.17188368155920072,174.63395604395595,0.029543999986344716,0.16403495235736992,0.0940513458846224,0.5,4861.085771867737,-319.16182467570343,-1770.6099999999979
2019-05-06 23:22:00+00:00,174.43,174.56,174.37,174.41,167.67,29248.28,17.47966565196311,-20.17129693394645,-0.03903359875903432,0.08532997859047221,-0.3448280054017859,0.4199067927297716,1,21.58503442954162,20.41955433920936,-0.1183974358976343,92.85714285714286,0.0,-92.85714285714286,0.10526315789479196,-208.35757223192599,-44.12996819475959,54.23079645721573,-0.12649002582526236,-0.08271960840608882,-0.04377041741917355,7.063007630022304,30.947321334371114,0.7187374199771548,-0.539999999999992,-0.06769078760276741,-0.3086243356003826,27.935015902620204,25.073091160047266,23.25668695233905,28.985507246379377,25.073091160047266,5.270261961996003,18.54708902459194,-0.0039802393252297286,39.921638535957285,-76.47058823529274,174.99919800652066,174.6380000000002,174.27680199347975,174.71676215687347,174.88823588318817,174.87570192638458,174.98981814732795,174.913,174.70499999999998,174.85122580645057,174.913,0,0,0,0,174.4475,-0.4738853008756464,0.887109210247361,0.18059900326023026,174.54604395604392,0.03261599997858866,0.16588959861755764,0.09510382309095777,0.18999999999999773,4799.312613973006,-394.5107073912677,-1602.9399999999978
2019-05-06 23:23:00+00:00,174.32,174.53,174.26,174.43,180.54,31480.76,17.284359364385363,-20.26740884983883,-0.014821448419581362,-0.0766809448771896,-0.3464021027924732,0.41838378640640017,1,24.285538621754107,21.80950199918739,-0.14737179487195817,85.71428571428572,0.0,-85.71428571428572,-0.4074074074074425,-175.54179566567117,-49.68466924503318,59.392093120516435,-0.15035906786417286,-0.09624750029770562,-0.054111567566467234,6.862867832197199,32.03701951982791,0.7773990328359431,-0.5800000000000125,-0.08426949818054666,-0.33161806746713207,25.15766537748341,22.2159483029058,23.122320513625095,14.285714285714286,22.2159483029058,0.0,15.174891020120679,-0.004218185156712462,39.00331941844525,-88.60759493670872,174.91861003657763,174.53800000000018,174.15738996342273,174.6568694045831,174.85157550362766,174.84350980392156,174.96586650106943,174.897,174.66,174.81296774193444,174.897,0,0,0,0,174.3575,-0.4738822917964416,0.9162877743634336,0.190305018288721,174.42923076923068,0.03621599998587044,0.1733260558591614,0.09942981634876169,0.27000000000001023,4699.0126139730055,-421.3842769211551,-1783.4799999999977
2019-05-06 23:24:00+00:00,174.29,174.32,174.18,174.32,145.92,25429.07,17.251100176650024,-20.379694569118726,-0.07953238834315446,-0.15262475427648375,-0.34823985586530365,0.4166029963201502,1,27.028542216264587,23.021201714901046,-0.17211538461552323,100.0,14.285714285714286,-85.71428571428572,-0.21428571428574328,-158.3073187651844,-51.1122320826718,62.68758894490084,-0.16973955301875776,-0.11094591084191605,-0.058793642176841715,6.760555095464471,33.50566417653347,0.8018705304905027,-0.5800000000000125,-0.09843623861392106,-0.3316749585406398,24.443883958664095,19.896377326617582,22.395138929856845,16.417910447759294,19.896377326617582,0.0,12.415819925553283,-0.004495006831306547,39.23382210353763,-86.90476190476372,174.74830754057402,174.4360000000002,174.1236924594264,174.59930719616003,174.81534482597425,174.80521241830064,174.93928214277858,174.87966666666665,174.64499999999998,174.77380645161185,174.87966666666665,0,0,0,0,174.26999999999998,-0.46177505757179965,0.9352385021703813,0.15615377028690697,174.31725274725287,0.024383999974816106,0.17094562329779173,0.09808114251981853,0.13999999999998636,4782.395471115854,-367.53943928146145,-1929.3999999999978
2019-05-06 23:25:00+00:00,174.29,174.3,174.22,174.29,96.0,16730.62,17.657923113708957,-18.589448515596644,-0.11742513217292881,-0.2698959292006365,-0.3187847646192777,0.4448001242594228,1,29.575616982595744,24.146351450920864,-0.19064102564115615,92.85714285714286,7.142857142857143,-85.71428571428572,0.0,-120.58823529412236,-51.11223208267182,62.68758894490085,-0.1829893399288096,-0.12535459665929477,-0.05763474326951484,7.566274477417126,32.34141053266981,0.7445940640268954,-0.5600000000000023,-0.10905157398757076,-0.3202745210180158,24.443883958664095,16.901208244490434,19.671177958004566,19.999999999997932,16.901208244490434,0.0,10.158398120907231,-0.0047991556479831665,41.62393473300789,-86.90476190476372,174.46826637069384,174.34800000000018,174.22773362930653,174.54764533760806,174.78145161139525,174.7705947712418,174.90137714770032,174.858,174.63,174.73576344085916,174.858,0,0,0,0,174.27499999999998,-0.051058360049097855,0.9426832694901736,0.06013318534683275,174.24296703296713,0.003615999979956541,0.16444950734795036,0.09435395452863066,0.0800000000000125,4854.395471115811,-289.190238494195,-1929.3999999999978
2019-05-06 23:26:00+00:00,174.36,174.38,174.23,174.29,73.15,12751.59,18.54046308107379,-15.574722681975913,-0.2891940883382754,-0.32624169347190135,-0.2684948736928642,0.4912880613398745,1,30.941123503616446,24.691316181938724,-0.20352564102574888,85.71428571428572,0.0,-85.71428571428572,0.46666666666679296,-86.90340909089524,-40.337308540686585,48.69270827688561,-0.1857008329218104,-0.1374238439117979,-0.04827698901001248,9.120465581186714,30.220980801535763,0.69140877373926,-0.4399999999999977,-0.11644163175257613,-0.2517162471395884,29.83134572965671,27.928777166796987,21.5754542459683,47.36842105263394,27.928777166796987,19.030710310656776,11.771545791770784,-0.005110036163269438,44.345913342480294,-78.04878048780387,174.4433755185868,174.3380000000002,174.23262448141358,174.5101029813202,174.75426118485362,174.74170227038184,174.8476878634495,174.82999999999998,174.6,174.7036344086011,174.82999999999998,0,0,0,0,174.3325,-0.06544303013193091,0.9572267629330444,0.05268775929330126,174.20681318681326,0.0027759999793488532,0.16341739968024002,0.09372413379229182,0.15000000000000568,4908.038804449163,-213.7799377029569,-1856.2499999999977
2019-05-06 23:27:00+00:00,174.44,174.56,174.36,174.36,213.41,37234.49,19.802730318697105,-11.529937931840095,-0.3653439476516339,-0.050113711461297644,-0.1998799330071489,0.5515011917341754,1,30.377123814970883,24.445723572245072,-0.2123076923077747,78.57142857142857,28.571428571428573,-50.0,0.3999999999999432,-42.75956284153006,-29.015085609139856,23.045127862578582,-0.17932720682890135,-0.14580451649521858,-0.03352269033368277,13.98910955131961,27.62068479240466,0.6420224327578843,-0.46999999999999886,-0.12148368553336496,-0.2687096220913565,35.49245719543007,45.263157894736345,30.03104776867455,68.42105263157737,45.263157894736345,39.915717666130845,16.88866795074534,-0.005409087841867777,44.333674933387776,-68.29268292683012,174.4524277540666,174.3400000000002,174.2275722459338,174.486613352222,174.73398626970177,174.7204079119367,174.8220546166736,174.80999999999997,174.6,174.6784731182785,174.80999999999997,0,0,0,0,174.45,0.5172376826908975,0.9602661526336734,0.05621387703319696,174.20131868131872,0.003159999971103389,0.16603044256022206,0.09517911176348433,0.19999999999998863,4865.3568044491385,-177.07636576991536,-1642.8399999999976
2019-05-06 23:28:00+00:00,174.26,174.44,174.24,174.44,470.66,82062.57,21.386511373342493,-8.34297703662287,-0.315848906627801,0.10992836111278093,-0.14509839450401024,0.5970235743813024,1,30.459106147334722,24.520521456296898,-0.22961538461547093,71.42857142857143,21.42857142857143,-50.0,-0.9000000000000853,-72.86868082559907,-40.622772288259284,31.52487646806464,-0.18664898459851997,-0.15397341011587887,-0.03267557448264111,12.997661613186045,30.366561108016306,0.7161636875608971,-0.5600000000000023,-0.13140806937998822,-0.32032948175265696,29.688613855870365,45.614035087718186,39.60199004975047,21.052631578943434,45.614035087718186,13.253764790940727,16.2277764671445,-0.00572104342089208,42.22306719945991,-90.24390243902626,174.4578614642161,174.3280000000002,174.1981385357843,174.44338626431306,174.70340651036616,174.70119828738513,174.7650872473601,174.78133333333332,174.58499999999998,174.64298924731077,174.78133333333332,0,0,0,0,174.3,0.5651166272979902,0.9625261001606306,0.06493073210795658,174.15428571428566,0.004215999972075224,0.16845683952020538,0.09666982642040939,0.19999999999998863,4488.828804449058,-265.76778036370433,-2113.4999999999977
